發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2018/12/7 上午 09:38:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.011875,121.536609
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2018/12/17 下午 05:20:00,中正區,自用-小客車;普通重型-機車,1,25.013365,121.535455
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2018/7/13 下午 09:25:00,中正區,普通重型-機車,1,25.013972,121.534989
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2018/6/21 上午 08:11:00,中正區,普通重型-機車,1,25.015489,121.533307
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2018/4/14 下午 12:45:00,中正區,普通重型-機車;普通重型-機車,2,25.015574,121.533269
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2018/5/29 上午 07:50:00,中正區,自用-小客車;普通重型-機車,1,25.01561,121.533259
臺北市中正區羅斯福路4段112號前0.0公尺,2018/9/15 下午 01:10:00,中正區,普通輕型-機車;自用-小客車,1,25.013314,121.535498
臺北市中正區羅斯福路4段134號前0.0公尺,2018/11/20 下午 05:30:00,中正區,自用-小客車;民營公車-大客車,1,25.013003,121.535978
臺北市中正區羅斯福路4段140號前0.0公尺,2018/6/29 下午 07:50:00,中正區,普通重型-機車;普通重型-機車,1,25.023563,121.524799
臺北市中正區羅斯福路4段196巷前0.0公尺,2018/10/5 上午 08:46:00,中正區,普通重型-機車;普通重型-機車,2,25.011555,121.536442
臺北市中正區羅斯福路4段48號前0.0公尺,2018/2/5 下午 12:40:00,中正區,自用-小客車;計程車-小客車;普通重型-機車,1,25.015076,121.533745
臺北市中正區羅斯福路4段52巷2號前0.0公尺,2018/12/21 下午 05:31:00,中正區,計程車-小客車;行人-人,1,25.014855,121.533811
臺北市中正區羅斯福路4段70-1號前0.0公尺,2018/12/18 上午 08:22:00,中正區,計程車-小客車;普通重型-機車,1,25.014832,121.534228
臺北市中正區羅斯福路4段70號前0.0公尺,2018/12/29 下午 04:30:00,中正區,普通重型-機車;乘客-人,2,25.014352,121.534399
臺北市中正區羅斯福路4段72-1號前0.0公尺,2018/1/30 下午 11:00:00,中正區,普通重型-機車;行人-人,2,25.014702,121.534805
臺北市中正區羅斯福路4段72號前0.0公尺,2018/5/13 下午 03:30:00,中正區,普通重型-機車;乘客-人,1,25.01469,121.534195
臺北市中正區羅斯福路4段74號前0.0公尺,2018/10/16 下午 06:20:00,中正區,腳踏自行車-慢車;行人-人,1,25.020605,121.528357
臺北市中正區羅斯福路4段74號前0.0公尺,2018/8/15 下午 05:01:00,中正區,計程車-小客車;普通重型-機車;普通重型-機車,1,25.02062,121.528369
臺北市中正區羅斯福路4段78巷1弄前0.0公尺,2018/9/22 上午 11:35:00,中正區,普通輕型-機車;行人-人,2,25.013739,121.534574
臺北市中正區羅斯福路4段前0.0公尺,2018/7/5 下午 06:10:00,中正區,普通重型-機車;普通重型-機車,1,25.013691,121.540679
臺北市中正區南昌路1段 / 臺北市中正區愛國西路,2018/10/25 下午 02:17:00,中正區,計程車-小客車;普通輕型-機車,1,25.033142,121.515966
臺北市中正區南昌路1段 / 臺北市中正區福州街,2018/5/19 下午 01:30:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車,2,25.028954,121.518872
臺北市中正區南昌路1段 / 臺北市中正區福州街1段,2018/11/9 下午 07:16:00,中正區,自用-小客車;普通重型-機車,1,25.028954,121.518872
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2018/1/14 下午 11:35:00,中正區,普通重型-機車;普通重型-機車,2,25.029417,121.518677
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2018/2/1 上午 11:09:00,中正區,普通重型-機車;乘客-人,2,25.031686,121.516795
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2018/1/31 上午 08:50:00,中正區,普通重型-機車,1,25.03195,121.516605
臺北市中正區南昌路1段 / 臺北市中正區南海路,2018/3/19 上午 06:04:00,中正區,自用-小客車;普通重型-機車,1,25.032387,121.516344
臺北市中正區南昌路1段 / 臺北市中正區南海路,2018/8/29 下午 10:43:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,1,25.032387,121.516344
臺北市中正區南昌路1段 / 臺北市中正區南海路,2018/3/30 上午 09:05:00,中正區,普通重型-機車;普通重型-機車,1,25.032403,121.516362
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2018/10/9 下午 08:50:00,中正區,普通重型-機車;普通重型-機車,1,25.028209,121.519426
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2018/5/2 上午 07:10:00,中正區,普通重型-機車;普通重型-機車,2,25.030705,121.517588
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2018/6/13 上午 11:08:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,1,25.030705,121.517588
臺北市中正區南昌路1段 / 臺北市中正區同安街,2018/3/21 下午 11:25:00,中正區,計程車-小客車;行人-人,1,25.027031,121.520318
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2018/5/25 下午 02:14:00,中正區,營業用-小貨車(含客、貨兩用);民營公車-大客車,1,25.033833,121.514851
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2018/1/30 上午 07:40:00,中正區,自用-小客車;普通重型-機車,1,25.034256,121.51492
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2018/6/27 上午 08:15:00,中正區,自用-小客車;普通重型-機車,1,25.034328,121.514877
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2018/11/1 上午 08:31:00,中正區,自用-小客車;普通重型-機車,1,25.034346,121.514861
臺北市中正區南昌路1段157號前0.0公尺,2018/2/21 下午 05:30:00,中正區,自用-小客車;普通重型-機車,1,25.029401,121.518758
臺北市中正區南昌路1段4號前0.0公尺,2018/1/2 下午 12:44:00,中正區,自用-小客車;普通重型-機車,1,25.033933,121.515076
臺北市中正區南昌路1段51巷3弄前0.0公尺,2018/3/27 上午 10:17:00,中正區,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,1,25.033446,121.517709
臺北市中正區南昌路1段59巷3號前0.0公尺,2018/7/24 下午 05:10:00,中正區,普通重型-機車;自用-小客車,1,25.031284,121.51763
臺北市中正區南昌路1段63號前0.0公尺,2018/6/15 下午 12:10:00,中正區,計程車-小客車;乘客-人;行人-人,1,25.031029,121.517402
臺北市中正區南昌路2段 / 臺北市中正區福州街,2018/10/10 下午 05:50:00,中正區,普通重型-機車,1,25.028788,121.518658
臺北市中正區南昌路2段 / 臺北市中正區福州街,2018/3/24 上午 11:20:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.028954,121.518872
臺北市中正區南昌路2段 / 臺北市中正區福州街,2018/3/7 下午 09:38:00,中正區,自用-小客車;普通重型-機車,1,25.028954,121.518872
臺北市中正區南昌路2段 / 臺北市中正區和平西路1段,2018/3/17 上午 09:30:00,中正區,自用-小客車;普通重型-機車,1,25.026779,121.52113
臺北市中正區南昌路2段 / 臺北市中正區羅斯福路2段,2018/4/25 上午 07:30:00,中正區,普通重型-機車,1,25.027302,121.520634
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2018/5/29 上午 11:30:00,中正區,自用-小客車;普通重型-機車,1,25.02488,121.523433
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2018/9/14 上午 08:34:00,中正區,普通重型-機車;行人-人,2,25.026779,121.52113
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2018/9/24 下午 06:26:00,中正區,自用-小客車;行人-人,1,25.027391,121.520584
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2018/1/27 上午 09:14:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.027519,121.520222
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2018/5/7 下午 04:20:00,中正區,自用-小客車;普通重型-機車,1,25.0279,121.519706
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2018/11/24 下午 08:40:00,中正區,自用-小客車;普通重型-機車,1,25.028319,121.519383
臺北市中正區南昌路2段 / 臺北市中正區同安街,2018/6/21 上午 11:19:00,中正區,普通重型-機車;普通重型-機車,1,25.025425,121.522774
臺北市中正區南昌路2段 / 臺北市中正區重慶南路2段,2018/6/5 上午 09:35:00,中正區,計程車-小客車;營業用-小貨車(含客、貨兩用),1,25.034346,121.514861
臺北市中正區南昌路2段71巷前0.0公尺,2018/6/11 上午 09:30:00,中正區,自用-小客車;普通重型-機車,1,25.027539,121.520607
臺北市中正區南昌路2段7號前0.0公尺,2018/8/9 下午 06:11:00,中正區,腳踏自行車-慢車;普通重型-機車,2,25.032347,121.516581
臺北市中正區南昌路2段98號前0.0公尺,2018/8/15 下午 05:20:00,中正區,自用-小客車;普通重型-機車,1,25.026181,121.521779
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/1/22 下午 12:40:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/6/16 下午 10:38:00,中正區,計程車-小客車;普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/10/10 下午 12:35:00,中正區,自用-小客車;普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/1/27 上午 04:05:00,中正區,自用-小客車;普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/4/27 下午 05:15:00,中正區,自用-小客車;普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/1/16 上午 09:15:00,中正區,普通重型-機車;普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2018/3/2 上午 08:23:00,中正區,普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區湖口街,2018/11/15 下午 06:45:00,中正區,行人-人;普通重型-機車,1,25.032166,121.515604
臺北市中正區南海路 / 臺北市中正區湖口街,2018/7/13 下午 05:05:00,中正區,普通重型-機車,1,25.032201,121.515499
臺北市中正區南海路 / 臺北市中正區惠安街,2018/12/28 下午 05:52:00,中正區,自用-小客車;普通重型-機車,1,25.028043,121.508038
臺北市中正區南海路 / 臺北市中正區羅斯福路1段,2018/5/5 下午 10:12:00,中正區,自用-小客車;行人-人,1,25.032737,121.517816
臺北市中正區南海路 / 臺北市中正區羅斯福路1段,2018/10/11 下午 05:20:00,中正區,普通重型-機車;租賃車-小客車;乘客-人,1,25.033079,121.51818
臺北市中正區南海路 / 臺北市中正區南昌路1段,2018/11/14 下午 05:05:00,中正區,自用-小客車;行人-人,1,25.032387,121.516344
臺北市中正區南海路 / 臺北市中正區南海路,2018/4/25 下午 01:26:00,中正區,普通重型-機車;普通重型-機車,1,25.032621,121.517587
臺北市中正區南海路 / 臺北市中正區泉州街,2018/1/8 下午 03:12:00,中正區,計程車-小客車;普通重型-機車,1,25.024289,121.512084
臺北市中正區南海路 / 臺北市中正區三元街,2018/7/11 下午 05:55:00,中正區,普通重型-機車;普通重型-機車,2,25.029489,121.508865
臺北市中正區南海路 / 臺北市中正區三元街,2018/11/2 上午 11:50:00,中正區,普通重型-機車;普通重型-機車,1,25.029597,121.508923
臺北市中正區南海路 / 臺北市中正區汀州路1段,2018/12/28 上午 09:28:00,中正區,普通重型-機車;行人-人,1,25.028943,121.508547
臺北市中正區南海路 / 臺北市中正區詔安街,2018/7/14 下午 11:50:00,中正區,普通重型-機車;普通重型-機車;自用-小客車;乘客-人,3,25.028499,121.508289
臺北市中正區南海路 / 臺北市中正區詔安街,2018/4/25 下午 03:20:00,中正區,計程車-小客車;普通重型-機車,1,25.028499,121.508289
臺北市中正區南海路128號前0.0公尺,2018/4/28 下午 12:10:00,中正區,自用-小客車;普通重型-機車,1,25.027204,121.507526
臺北市中正區南海路19號前0.0公尺,2018/5/18 下午 12:43:00,中正區,計程車-小客車;普通重型-機車,1,25.031942,121.514443
臺北市中正區南海路22號前0.0公尺,2018/11/10 上午 07:26:00,中正區,自用-小客車;計程車-小客車,1,25.032344,121.516804
臺北市中正區南海路3號前0.0公尺,2018/1/31 下午 08:20:00,中正區,普通重型-機車;計程車-小客車,1,25.032597,121.517034
臺北市中正區南海路49號前0.0公尺,2018/7/6 下午 06:35:00,中正區,普通輕型-機車;普通重型-機車,1,25.030659,121.510727
臺北市中正區南海路58號前0.0公尺,2018/10/1 下午 06:18:00,中正區,自用-小客車;普通重型-機車,1,25.030659,121.510727
臺北市中正區南海路56號前0.0公尺,2018/4/17 下午 02:19:00,中正區,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,1,25.031112,121.512181
臺北市中正區南海路56號前0.0公尺,2018/2/12 下午 06:45:00,中正區,普通重型-機車,1,25.031112,121.512181
臺北市中正區南海路前0.0公尺,2018/8/11 下午 01:31:00,中正區,普通重型-機車;普通重型-機車,1,25.030659,121.510727
臺北市中正區南海路前0.0公尺,2018/7/6 下午 03:40:00,中正區,普通重型-機車;自用-小客車,1,25.030867,121.510172
臺北市中正區南海路前0.0公尺,2018/8/31 下午 03:42:00,中正區,普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路前0.0公尺,2018/1/4 下午 05:10:00,中正區,自用-小客車;普通重型-機車,1,25.032106,121.515216
臺北市中正區南陽街 / 臺北市中正區襄陽路,2018/2/14 下午 08:45:00,中正區,計程車-小客車;行人-人;行人-人,2,25.043451,121.516044
臺北市中正區南陽街 / 臺北市中正區信陽街,2018/4/1 下午 03:11:00,中正區,普通重型-機車;自用-小客車,1,25.044643,121.516108
臺北市中正區南陽街 / 臺北市中正區信陽街,2018/12/12 上午 10:55:00,中正區,普通重型-機車;普通重型-機車,2,25.044643,121.516118
臺北市中正區南陽街 / 臺北市中正區許昌街,2018/10/25 上午 08:00:00,中正區,普通重型-機車;自用-小客車,1,25.045509,121.516112
臺北市中正區寧波西街 / 臺北市中正區牯嶺街,2018/4/20 上午 06:00:00,中正區,普通重型-機車;普通重型-機車,2,25.030034,121.516415
臺北市中正區寧波西街 / 臺北市中正區南昌路1段,2018/5/3 上午 07:42:00,中正區,自用-小客車;普通輕型-機車,1,25.030705,121.517588
臺北市中正區寧波西街 / 臺北市中正區寧波西街,2018/8/20 下午 06:40:00,中正區,普通重型-機車;大型重型1(550C.C.以上)-機車,2,25.030375,121.517147
臺北市中正區寧波西街 / 臺北市中正區寧波西街,2018/1/7 上午 11:00:00,中正區,計程車-小客車;自用-小客車;自用-小客車;自用-小客車,1,25.030391,121.516997
臺北市中正區寧波西街 / 臺北市中正區寧波西街,2018/1/2 下午 12:50:00,中正區,普通重型-機車;行人-人,2,25.030967,121.517809
臺北市中正區寧波西街81號前0.0公尺,2018/8/8 下午 08:55:00,中正區,普通重型-機車;行人-人,2,25.030381,121.516788
臺北市中正區其他,2018/6/9 下午 09:00:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.016668,121.532168
臺北市中正區其他,2018/1/18 下午 02:50:00,中正區,自用-小客車;行人-人,1,25.034074,121.527738
臺北市中正區其他,2018/4/22 上午 05:47:00,中正區,計程車-小客車;普通重型-機車;其他人-人,2,25.038681,121.51743
臺北市中正區其他,2018/1/19 下午 10:30:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,2,25.038701,121.517377
臺北市中正區其他,2018/6/9 上午 08:39:00,中正區,腳踏自行車-慢車,1,25.038899,121.511162
臺北市中正區騎樓內,2018/5/25 上午 11:05:00,中正區,普通重型-機車;行人-人,1,25.035243,121.5077
臺北市中正區前,2018/7/9 下午 01:10:00,中正區,租賃車-小客車;行人-人,1,25.042917,121.530181
臺北市中正區青島東路 / 臺北市中正區林森南路,2018/1/29 上午 06:01:00,中正區,民營公車-大客車;行人-人,1,25.04362,121.523
臺北市中正區青島東路 / 臺北市中正區鎮江街,2018/3/11 下午 03:33:00,中正區,自用-小客車;普通重型-機車,1,25.04405,121.521276
臺北市中正區青島東路 / 臺北市中正區鎮江街,2018/2/6 上午 10:39:00,中正區,租賃車-小客車;普通重型-機車,1,25.044251,121.521377
臺北市中正區青島東路 / 臺北市中正區忠孝東路1段,2018/12/27 下午 07:41:00,中正區,普通重型-機車;行人-人,2,25.043402,121.523946
臺北市中正區青島東路1-3號前0.0公尺,2018/11/2 下午 04:20:00,中正區,自用-小客車;普通重型-機車,1,25.044042,121.521275
臺北市中正區青島東路1號前0.0公尺,2018/4/10 上午 11:27:00,中正區,自用-小客車;普通重型-機車,1,25.044214,121.520568
臺北市中正區青島東路49號前0.0公尺,2018/11/6 下午 12:45:00,中正區,普通重型-機車;行人-人,1,25.042906,121.525972
臺北市中正區青島東路5號前0.0公尺,2018/11/11 上午 06:05:00,中正區,計程車-小客車;自用-小客車;普通重型-機車;普通重型-機車,1,25.04362,121.523
臺北市中正區青島東路5號前0.0公尺,2018/4/17 上午 07:50:00,中正區,普通重型-機車;普通重型-機車,2,25.043873,121.522001
臺北市中正區青島東路8號前0.0公尺,2018/8/18 上午 09:26:00,中正區,民營公車-大客車;自用-小貨車(含客、貨兩用);乘客-人,1,25.043653,121.522781
臺北市中正區青島東路8號前0.0公尺,2018/8/2 下午 01:05:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.043804,121.52219
臺北市中正區青島東路前0.0公尺,2018/11/9 下午 06:09:00,中正區,自用-小客車;普通重型-機車,1,25.043131,121.524956
臺北市中正區青島西路 / 臺北市中正區公園路,2018/12/13 下午 09:05:00,中正區,普通重型-機車;普通重型-機車,1,25.045063,121.517308
臺北市中正區青島西路10號前0.0公尺,2018/7/4 上午 08:15:00,中正區,自用-小客車;普通重型-機車,1,25.044798,121.518037
臺北市中正區青島西路10號前0.0公尺,2018/4/20 上午 08:10:00,中正區,普通重型-機車;行人-人,1,25.04483,121.518021
臺北市中正區青島西路7號前0.0公尺,2018/10/17 上午 09:10:00,中正區,自用-小客車;普通重型-機車;乘客-人,1,25.04483,121.518074
臺北市中正區青島西路7號前0.0公尺,2018/10/18 下午 05:34:00,中正區,普通重型-機車;普通重型-機車,1,25.044944,121.518455
臺北市中正區青島西路前0.0公尺,2018/2/6 下午 05:10:00,中正區,普通重型-機車;普通重型-機車,2,25.044654,121.518708
臺北市中正區青島西路前0.0公尺,2018/12/13 下午 05:40:00,中正區,普通重型-機車;普通重型-機車,1,25.044864,121.517889
臺北市中正區泉州街 / 臺北市中正區福州街,2018/1/29 下午 06:10:00,中正區,普通重型-機車;行人-人;乘客-人,3,25.026526,121.514025
臺北市中正區泉州街 / 臺北市中正區泉州街,2018/4/13 上午 07:35:00,中正區,普通重型-機車;普通重型-機車;自用-小客車;乘客-人;乘客-人,4,25.024618,121.51274
臺北市中正區泉州街 / 臺北市中正區泉州街,2018/10/5 上午 08:15:00,中正區,普通重型-機車;自用-小客車;乘客-人;乘客-人,1,25.026075,121.51383
臺北市中正區泉州街 / 臺北市中正區三元街,2018/6/8 下午 02:25:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.02671,121.51234
臺北市中正區泉州街 / 臺北市中正區三元街,2018/5/8 下午 01:40:00,中正區,普通重型-機車;自用-小客車,1,25.027567,121.5146
臺北市中正區泉州街北側 / 臺北市中正區福州街,2018/7/10 上午 09:55:00,中正區,自用-小客車;普通重型-機車,1,25.026562,121.514088
臺北市中正區人行道,2018/1/14 下午 12:00:00,中正區,普通重型-機車;行人-人,1,25.034186,121.53255
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2018/6/15 下午 02:44:00,中正區,自用-小客車;行人-人,1,25.038174,121.525175
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2018/4/9 下午 02:40:00,中正區,腳踏自行車-慢車;自用-小客車,1,25.038386,121.525238
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2018/12/19 下午 05:12:00,中正區,普通重型-機車;普通重型-機車,1,25.041963,121.526314
臺北市中正區仁愛路1段 / 臺北市中正區金山南路1段,2018/5/17 下午 08:50:00,中正區,計程車-小客車;普通重型-機車,1,25.03817,121.528349
臺北市中正區仁愛路1段 / 臺北市中正區金山南路1段,2018/3/9 下午 02:00:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.038496,121.528526
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/3/1 上午 07:35:00,中正區,普通重型-機車;普通重型-機車,2,25.038567,121.521566
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/9/5 下午 12:29:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.038621,121.521517
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/2/8 下午 05:37:00,中正區,電動輔助自行車-慢車;普通重型-機車,1,25.038756,121.521633
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/7/11 上午 09:20:00,中正區,自用-小客車;行人-人,1,25.038761,121.521553
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/11/3 下午 07:47:00,中正區,自用-小客車;租賃車-小客車,1,25.038766,121.521625
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/8/17 下午 12:00:00,中正區,行人-人;普通重型-機車,2,25.038866,121.521451
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2018/11/30 下午 10:43:00,中正區,普通重型-機車;普通重型-機車,1,25.039156,121.520622
臺北市中正區仁愛路1段 / 臺北市中正區臨沂街,2018/7/25 下午 10:29:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.038327,121.529394
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2018/6/17 上午 10:58:00,中正區,自用-小客車;普通重型-機車,1,25.038361,121.52336
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2018/3/24 下午 12:10:00,中正區,普通重型-機車;自用-小客車,1,25.038386,121.523404
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2018/8/21 下午 02:28:00,中正區,自用-小客車;普通重型-機車,1,25.03841,121.523372
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2018/3/9 下午 01:04:00,中正區,自用-小客車;普通重型-機車,1,25.03841,121.523372
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2018/5/5 上午 11:00:00,中正區,自用-小客車;普通重型-機車,1,25.038704,121.522808
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2018/12/25 下午 04:30:00,中正區,普通重型-機車;自用-小貨車(含客、貨兩用),1,25.039169,121.523062
臺北市中正區仁愛路1段 / 臺北市中正區中山南路,2018/5/7 下午 06:50:00,中正區,自用-小客車;普通重型-機車,1,25.039321,121.517858
臺北市中正區仁愛路1段 / 臺北市中正區中山南路,2018/5/9 下午 03:45:00,中正區,自用-小客車;普通重型-機車,1,25.03935,121.517932
臺北市中正區仁愛路1段2-4號前0.0公尺,2018/12/19 下午 06:30:00,中正區,租賃車-小客車;普通重型-機車;乘客-人,1,25.037477,121.520509
臺北市中正區仁愛路1段29號前0.0公尺,2018/5/2 下午 03:56:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.038684,121.52309
臺北市中正區仁愛路1段59號前0.0公尺,2018/8/24 下午 05:46:00,中正區,普通重型-機車;自用-小客車,1,25.038411,121.525059
臺北市中正區仁愛路2段 / 臺北市中正區杭州南路1段,2018/4/12 上午 08:12:00,中正區,普通重型-機車;自用-小客車,1,25.038397,121.525222
臺北市中正區仁愛路2段 / 臺北市中正區杭州南路1段,2018/9/4 下午 03:28:00,中正區,自用-小客車;普通重型-機車,1,25.038405,121.525244
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2018/8/30 下午 01:20:00,中正區,普通重型-機車;自用-小客車,1,25.038038,121.528507
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2018/5/10 上午 10:10:00,中正區,自用-小客車;普通重型-機車,1,25.038127,121.528254
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2018/5/20 下午 08:08:00,中正區,普通重型-機車;普通重型-機車,1,25.03814,121.528386
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2018/5/2 下午 01:56:00,中正區,自用-小客車;自用-小客車,2,25.0382,121.528351
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2018/8/3 下午 10:49:00,中正區,普通重型-機車;計程車-小客車,1,25.038213,121.528458
