發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2019/3/22 上午 07:58:00,中正區,自用-小客車;普通重型-機車,1,25.011291,121.53687
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2019/7/9 下午 10:06:00,中正區,普通重型-機車;普通重型-機車,2,25.011295,121.536872
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2019/5/21 上午 11:21:00,中正區,普通重型-機車,1,25.011297,121.536974
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2019/7/18 上午 11:19:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.011299,121.536931
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2019/9/9 上午 11:10:00,中正區,普通重型-機車;自用-小客車,1,25.011303,121.536934
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2019/1/15 下午 06:53:00,中正區,普通重型-機車,1,25.011363,121.536827
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路3段,2019/9/28 下午 10:50:00,中正區,普通重型-機車;普通重型-機車,2,25.015108,121.532787
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路3段,2019/7/7 下午 11:30:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,4,25.016054,121.532797
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路3段,2019/4/24 上午 01:45:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.016262,121.532686
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2019/7/7 下午 11:10:00,中正區,自用-小客車;普通重型-機車,1,25.011866,121.536591
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2019/7/15 上午 09:07:00,中正區,普通重型-機車;普通重型-機車,2,25.015581,121.533276
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2019/12/31 下午 07:55:00,中正區,普通重型-機車;普通重型-機車,1,25.013072,121.5349
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2019/11/19 上午 11:10:00,中正區,自用-小客車;普通重型-機車,1,25.014363,121.533248
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2019/4/17 下午 10:17:00,中正區,普通重型-機車;普通重型-機車,2,25.014855,121.532533
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2019/1/25 下午 03:01:00,中正區,普通重型-機車,1,25.014855,121.532533
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2019/2/1 上午 10:10:00,中正區,自用-小客車;普通重型-機車,1,25.014864,121.532587
臺北市中正區羅斯福路4段122號前0.0公尺,2019/10/9 下午 06:57:00,中正區,普通重型-機車;普通重型-機車,1,25.013256,121.535699
臺北市中正區羅斯福路4段198號前0.0公尺,2019/12/11 下午 01:00:00,中正區,租賃車-小客車;普通重型-機車,1,25.011437,121.536862
臺北市中正區羅斯福路4段24巷14-1號前0.0公尺,2019/6/6 下午 12:00:00,中正區,普通重型-機車;腳踏自行車-慢車,1,25.014944,121.53262
臺北市中正區羅斯福路4段6號前0.0公尺,2019/12/19 下午 08:42:00,中正區,自用-小客車;普通重型-機車,1,25.015967,121.532865
臺北市中正區羅斯福路4段72號前0.0公尺,2019/3/27 下午 04:18:00,中正區,普通重型-機車;行人-人,1,25.014545,121.534352
臺北市中正區羅斯福路4段74號前0.0公尺,2019/8/18 下午 02:38:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.01449,121.534436
臺北市中正區羅斯福路4段74號前0.0公尺,2019/10/1 下午 12:37:00,中正區,公營公車-大客車;行人-人,1,25.014492,121.534547
臺北市中正區羅斯福路4段76-1號前0.0公尺,2019/6/28 下午 05:58:00,中正區,自用-小客車;普通重型-機車;普通重型-機車,2,25.014261,121.534783
臺北市中正區羅斯福路4段86號前0.0公尺,2019/8/3 上午 09:55:00,中正區,行人-人;普通重型-機車,1,25.01405,121.534902
臺北市中正區羅斯福路4段90巷口(羅斯福路4段88號前),2019/6/15 上午 08:30:00,中正區,普通重型-機車;行人-人,2,25.014032,121.534908
臺北市中正區羅斯福路4段前0.0公尺,2019/10/18 下午 11:05:00,中正區,普通重型-機車;普通重型-機車,2,25.011743,121.53616
臺北市中正區羅斯福路4段前0.0公尺,2019/5/3 下午 05:45:00,中正區,普通重型-機車;自用-小客車;普通重型-機車,2,25.014969,121.533891
臺北市中正區羅斯福路4段前0.0公尺,2019/12/25 下午 08:40:00,中正區,腳踏自行車-慢車;普通重型-機車;乘客-人,3,25.015577,121.533298
臺北市中正區南昌路1段 / 臺北市中正區愛國西路,2019/10/2 下午 03:55:00,中正區,普通重型-機車;行人-人,1,25.034683,121.515239
臺北市中正區南昌路1段 / 臺北市中正區福州街,2019/11/13 下午 10:20:00,中正區,計程車-小客車;行人-人,1,25.028954,121.518872
臺北市中正區南昌路1段 / 臺北市中正區福州街,2019/12/15 下午 06:25:00,中正區,自用-小客車;普通重型-機車,1,25.028984,121.518887
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2019/2/18 下午 01:55:00,中正區,自用-小客車;普通重型-機車,1,25.029763,121.518288
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2019/7/23 上午 06:55:00,中正區,普通重型-機車;自用-小客車;普通重型-機車,1,25.03105,121.51731
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2019/6/2 下午 06:55:00,中正區,租賃車-小客車;普通重型-機車,1,25.03209,121.516555
臺北市中正區南昌路1段 / 臺北市中正區南海路,2019/1/1 下午 04:13:00,中正區,計程車-小客車;普通重型-機車,1,25.032368,121.516326
臺北市中正區南昌路1段 / 臺北市中正區南海路,2019/11/13 上午 06:40:00,中正區,普通重型-機車;普通重型-機車,2,25.032387,121.516344
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2019/4/17 下午 12:09:00,中正區,計程車-小客車;普通重型-機車;乘客-人,2,25.030705,121.517588
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2019/3/29 下午 12:20:00,中正區,計程車-小客車;普通重型-機車,1,25.034294,121.514855
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2019/11/1 下午 09:41:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.034294,121.514863
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2019/11/27 下午 03:40:00,中正區,普通重型-機車;計程車-小客車,1,25.034386,121.514777
臺北市中正區南昌路1段108巷前0.0公尺,2019/4/8 上午 08:04:00,中正區,腳踏自行車-慢車;行人-人,1,25.029638,121.516788
臺北市中正區南昌路1段58號前0.0公尺,2019/4/14 下午 02:26:00,中正區,民營公車-大客車;自用-小客車;乘客-人,1,25.031352,121.516999
臺北市中正區南昌路1段59巷6號前0.0公尺,2019/11/22 下午 06:14:00,中正區,自用-小客車;行人-人,1,25.031253,121.517551
臺北市中正區南昌路1段67號前0.0公尺,2019/1/17 下午 05:20:00,中正區,普通重型-機車;腳踏自行車-慢車,1,25.03104,121.517508
臺北市中正區南昌路2段 / 臺北市中正區福州街,2019/5/10 上午 10:45:00,中正區,計程車-小客車;普通重型-機車,1,25.028954,121.518872
臺北市中正區南昌路2段 / 臺北市中正區和平西路1段,2019/8/17 上午 11:50:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.026751,121.521176
臺北市中正區南昌路2段 / 臺北市中正區和平西路1段,2019/3/27 上午 07:00:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.026825,121.521003
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2019/6/6 下午 05:48:00,中正區,自用-小客車;行人-人,1,25.027248,121.520578
臺北市中正區南昌路2段 / 臺北市中正區同安街,2019/1/27 上午 01:50:00,中正區,計程車-小客車;計程車-小客車;乘客-人,1,25.025389,121.522758
臺北市中正區南昌路2段 / 臺北市中正區同安街,2019/4/7 下午 11:10:00,中正區,自用-小客車;普通重型-機車,1,25.02566,121.522484
臺北市中正區南昌路2段222號前0.0公尺,2019/8/5 下午 07:15:00,中正區,普通重型-機車;普通重型-機車,2,25.023929,121.524666
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/3/17 下午 01:05:00,中正區,普通重型-機車;普通重型-機車,2,25.031954,121.515045
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/11/5 下午 04:50:00,中正區,自用-小客車;普通重型-機車,1,25.03202,121.514944
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/3/4 下午 05:15:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.032025,121.514953
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/1/10 上午 10:50:00,中正區,普通重型-機車;普通重型-機車,2,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/1/9 下午 08:40:00,中正區,普通重型-機車;自用-小客車;自用-小客車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/1/4 下午 02:00:00,中正區,普通重型-機車;普通重型-機車,1,25.032032,121.515045
臺北市中正區南海路 / 臺北市中正區牯嶺街,2019/2/22 上午 10:58:00,中正區,普通重型-機車;普通重型-機車,1,25.032124,121.515677
臺北市中正區南海路 / 臺北市中正區惠安街,2019/3/23 下午 07:15:00,中正區,自用-小客車;普通重型-機車,1,25.028043,121.508038
臺北市中正區南海路 / 臺北市中正區惠安街,2019/12/10 下午 07:30:00,中正區,自用-小客車;普通重型-機車;普通重型-機車,1,25.028043,121.508038
臺北市中正區南海路 / 臺北市中正區惠安街,2019/5/28 下午 03:00:00,中正區,自用-小客車;行人-人,1,25.028106,121.507978
臺北市中正區南海路 / 臺北市中正區南昌路1段,2019/6/12 下午 06:21:00,中正區,普通輕型-機車;普通重型-機車,1,25.032375,121.516325
臺北市中正區南海路 / 臺北市中正區南昌路1段,2019/7/20 下午 12:03:00,中正區,計程車-小客車;普通輕型-機車,1,25.032387,121.516344
臺北市中正區南海路 / 臺北市中正區南海路,2019/1/21 下午 08:00:00,中正區,自用-小客車;公營公車-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,3,25.028523,121.508287
臺北市中正區南海路 / 臺北市中正區南海路,2019/3/15 下午 11:25:00,中正區,腳踏自行車-慢車;普通重型-機車,1,25.032571,121.517593
臺北市中正區南海路 / 臺北市中正區南海路,2019/11/14 上午 06:10:00,中正區,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,1,25.032622,121.517551
臺北市中正區南海路 / 臺北市中正區泉州街,2019/7/18 下午 11:00:00,中正區,普通重型-機車;普通重型-機車,1,25.031732,121.513653
臺北市中正區南海路 / 臺北市中正區中華路2段,2019/7/19 上午 09:10:00,中正區,租賃車-小客車;電動輔助自行車-慢車,1,25.026953,121.507304
臺北市中正區南海路101號前0.0公尺,2019/6/18 下午 12:20:00,中正區,自用-小客車;普通重型-機車,1,25.028013,121.507976
臺北市中正區南海路107號前0.0公尺,2019/8/7 下午 06:55:00,中正區,自用-小客車;普通重型-機車,1,25.027191,121.507383
臺北市中正區南海路132號前0.0公尺,2019/6/12 下午 09:02:00,中正區,普通重型-機車;行人-人,2,25.027034,121.507301
臺北市中正區南海路34號前0.0公尺,2019/9/19 下午 04:43:00,中正區,自用-小客車;普通重型-機車,1,25.032265,121.515942
臺北市中正區南海路36號前0.0公尺,2019/8/9 上午 08:46:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.032255,121.515895
臺北市中正區南海路53號前0.0公尺,2019/4/11 下午 04:50:00,中正區,普通輕型-機車,1,25.030535,121.509207
臺北市中正區南海路53號前0.0公尺,2019/7/2 下午 04:30:00,中正區,行人-人;普通重型-機車,1,25.030939,121.510283
臺北市中正區南海路56號前0.0公尺,2019/11/25 上午 08:15:00,中正區,普通重型-機車;自用-小客車,1,25.0313,121.51203
臺北市中正區南海路56號前0.0公尺,2019/12/28 下午 12:42:00,中正區,普通重型-機車;行人-人,2,25.031419,121.512501
臺北市中正區南海路6號前0.0公尺,2019/11/22 下午 06:40:00,中正區,普通重型-機車;普通重型-機車,2,25.032698,121.517402
臺北市中正區南海路82號前0.0公尺,2019/12/17 上午 07:09:00,中正區,自用-小客車;普通重型-機車,1,25.028615,121.508395
臺北市中正區南海路前0.0公尺,2019/7/16 下午 08:15:00,中正區,普通重型-機車;行人-人;民營公車-大客車;自用-小客車,2,25.032492,121.516242
臺北市中正區南陽街 / 臺北市中正區信陽街,2019/10/25 上午 10:02:00,中正區,計程車-小客車;行人-人,1,25.044663,121.516099
臺北市中正區南陽街 / 臺北市中正區信陽街,2019/12/19 下午 10:00:00,中正區,自用-小客車;普通重型-機車,1,25.04471,121.516118
臺北市中正區南陽街 / 臺北市中正區信陽街,2019/1/23 下午 06:08:00,中正區,計程車-小客車;普通重型-機車,1,25.044812,121.515978
臺北市中正區南陽街 / 臺北市中正區許昌街,2019/1/4 下午 04:57:00,中正區,遊覽車-大客車;普通重型-機車,1,25.045509,121.516112
臺北市中正區南陽街15-3號前0.0公尺,2019/6/22 下午 08:30:00,中正區,自用-小客車;行人-人,1,25.044401,121.516096
臺北市中正區南陽街20-2號前0.0公尺,2019/3/15 下午 05:30:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,1,25.044715,121.516084
臺北市中正區南陽街36號前0.0公尺,2019/11/1 上午 11:30:00,中正區,普通重型-機車;普通重型-機車,1,25.044098,121.51606
臺北市中正區南陽街東側 / 臺北市中正區南陽街,2019/1/29 上午 08:34:00,中正區,普通重型-機車;普通重型-機車;乘客-人;營業用-小貨車(含客、貨兩用),2,25.044078,121.516164
臺北市中正區寧波東街7號前0.0公尺,2019/3/29 上午 08:30:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,2,25.032963,121.520232
臺北市中正區寧波西街 / 臺北市中正區牯嶺街,2019/12/24 上午 08:50:00,中正區,普通重型-機車;普通重型-機車,1,25.030034,121.516415
臺北市中正區寧波西街 / 臺北市中正區牯嶺街,2019/2/25 下午 01:30:00,中正區,公營公車-大客車;乘客-人,1,25.030034,121.516415
臺北市中正區寧波西街 / 臺北市中正區牯嶺街,2019/7/27 下午 01:02:00,中正區,自用-小客車;普通重型-機車,1,25.030056,121.516345
臺北市中正區寧波西街 / 臺北市中正區寧波西街,2019/4/19 上午 07:56:00,中正區,自用-小客車;普通重型-機車,1,25.03042,121.516858
臺北市中正區寧波西街 / 臺北市中正區詔安街,2019/12/30 上午 11:40:00,中正區,普通重型-機車;普通重型-機車,2,25.025842,121.510526
臺北市中正區寧波西街 / 臺北市中正區詔安街,2019/10/29 下午 08:21:00,中正區,普通重型-機車;行人-人,2,25.02585,121.510585
臺北市中正區寧波西街 / 臺北市中正區詔安街,2019/8/8 下午 02:20:00,中正區,普通輕型-機車;普通重型-機車,1,25.025879,121.510538
臺北市中正區寧波西街 / 臺北市中正區重慶南路2段,2019/10/28 下午 06:15:00,中正區,普通重型-機車;普通重型-機車,1,25.029788,121.515328
臺北市中正區寧波西街118號前0.0公尺,2019/4/30 上午 08:20:00,中正區,普通重型-機車;公營公車-大客車;乘客-人,2,25.029198,121.513218
臺北市中正區寧波西街181巷14號前0.0公尺,2019/12/21 下午 06:40:00,中正區,自用-小客車;普通重型-機車,1,25.02653,121.51041
臺北市中正區寧波西街48號前0.0公尺,2019/8/29 下午 12:31:00,中正區,普通重型-機車;自用-小客車;自用-小客車,1,25.030793,121.517755
臺北市中正區寧波西街88-1號前0.0公尺,2019/5/30 上午 10:50:00,中正區,自用-大貨車;普通重型-機車;普通輕型-機車,2,25.029815,121.515531
臺北市中正區寧波西街前0.0公尺,2019/10/18 上午 08:48:00,中正區,普通重型-機車,1,25.030706,121.517536
臺北市中正區其他,2019/9/30 下午 10:50:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.015071,121.53217
臺北市中正區其他,2019/11/2 上午 08:30:00,中正區,腳踏自行車-慢車;腳踏自行車-慢車,2,25.020019,121.522255
臺北市中正區其他,2019/3/26 上午 10:18:00,中正區,腳踏自行車-慢車,1,25.02321,121.514227
臺北市中正區其他,2019/1/19 下午 06:30:00,中正區,民營公車-大客車;乘客-人,1,25.027031,121.520318
臺北市中正區其他,2019/1/12 上午 10:45:00,中正區,租賃車-小客車;腳踏自行車-慢車,1,25.033743,121.53119
臺北市中正區其他,2019/4/23 上午 11:20:00,中正區,普通輕型-機車;行人-人,1,25.035034,121.506287
臺北市中正區其他,2019/6/24 下午 04:36:00,中正區,普通重型-機車,1,25.038159,121.5193
臺北市中正區其他,2019/1/10 上午 09:50:00,中正區,普通重型-機車;自用-小客車;其他人-人,1,25.039005,121.525408
臺北市中正區其他,2019/7/15 下午 02:50:00,中正區,自用-小客車;行人-人,1,25.040929,121.517396
臺北市中正區其他,2019/1/27 上午 08:31:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.044042,121.521275
臺北市中正區其他,2019/12/4 上午 01:34:00,中正區,自用-小客車;乘客-人,1,25.045923,121.530656
臺北市中正區騎樓前,2019/6/19 下午 05:37:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.04557,121.511473
臺北市中正區前,2019/2/14 上午 11:05:00,中正區,普通重型-機車;腳踏自行車-慢車,1,25.043457,121.528267
臺北市中正區青島東路 / 臺北市中正區林森南路,2019/3/13 下午 05:13:00,中正區,普通重型-機車;普通重型-機車,2,25.04362,121.523
臺北市中正區青島東路 / 臺北市中正區林森南路,2019/12/27 下午 10:49:00,中正區,計程車-小客車;普通重型-機車,1,25.04362,121.523
臺北市中正區青島東路 / 臺北市中正區林森南路,2019/5/23 下午 08:56:00,中正區,自用-小客車;普通輕型-機車,1,25.04362,121.523
臺北市中正區青島東路 / 臺北市中正區紹興南街,2019/4/9 上午 11:13:00,中正區,普通重型-機車;計程車-小客車,1,25.043198,121.524763
臺北市中正區青島東路 / 臺北市中正區鎮江街,2019/8/26 上午 07:21:00,中正區,腳踏自行車-慢車;普通重型-機車,1,25.044024,121.521347
臺北市中正區青島東路10號前0.0公尺,2019/8/3 下午 10:24:00,中正區,租賃車-小客車;普通重型-機車,1,25.043721,121.522558
臺北市中正區青島東路1號前0.0公尺,2019/11/29 上午 10:14:00,中正區,自用-小客車;普通重型-機車,1,25.044208,121.52055
臺北市中正區青島東路1號前0.0公尺,2019/6/21 下午 02:36:00,中正區,普通重型-機車;普通重型-機車,1,25.044212,121.521107
臺北市中正區青島東路1號前0.0公尺,2019/7/15 上午 07:15:00,中正區,普通重型-機車;普通重型-機車,2,25.044249,121.520269
臺北市中正區青島東路1號前0.0公尺,2019/8/18 下午 12:38:00,中正區,自用-小客車;普通輕型-機車,1,25.044313,121.520184
臺北市中正區青島東路3-2號前0.0公尺,2019/2/18 上午 09:53:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.043982,121.521613
臺北市中正區青島東路3-4號前0.0公尺,2019/4/1 下午 05:16:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.043893,121.521926
臺北市中正區青島東路33-5號前0.0公尺,2019/9/16 下午 08:30:00,中正區,租賃車-小客車;普通重型-機車,1,25.043139,121.524952
臺北市中正區青島東路4-7號前0.0公尺,2019/3/26 下午 07:15:00,中正區,自用-小客車;普通重型-機車,1,25.043887,121.521901
臺北市中正區青島東路51號前0.0公尺,2019/8/2 下午 01:40:00,中正區,自用-小客車;普通重型-機車,1,25.042857,121.526261
臺北市中正區青島東路7-4號前0.0公尺,2019/4/1 上午 07:43:00,中正區,普通重型-機車;普通重型-機車,1,25.043763,121.522453
臺北市中正區青島東路8號前0.0公尺,2019/4/1 上午 11:59:00,中正區,行人-人;普通重型-機車,2,25.043814,121.522154
臺北市中正區青島東路9號前0.0公尺,2019/12/18 上午 08:15:00,中正區,計程車-小客車;乘客-人;普通重型-機車,1,25.043713,121.522664
臺北市中正區青島東路前0.0公尺,2019/9/18 下午 01:30:00,中正區,普通重型-機車,1,25.044319,121.520056
臺北市中正區青島西路 / 臺北市中正區公園路,2019/1/19 下午 05:45:00,中正區,自用-小客車;普通重型-機車,1,25.045026,121.517183
臺北市中正區青島西路 / 臺北市中正區中山南路,2019/11/25 下午 03:53:00,中正區,計程車-小客車;普通重型-機車,1,25.044492,121.519139
臺北市中正區青島西路 / 臺北市中正區中山南路,2019/9/20 下午 02:13:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.044539,121.519079
臺北市中正區青島西路11號前0.0公尺,2019/7/16 下午 05:20:00,中正區,普通重型-機車;普通重型-機車,1,25.044883,121.517736
臺北市中正區青島西路7號前0.0公尺,2019/9/13 下午 06:49:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.044931,121.518194
臺北市中正區青島西路前0.0公尺,2019/10/11 上午 07:50:00,中正區,普通重型-機車;行人-人,2,25.044593,121.518835
臺北市中正區泉州街 / 臺北市中正區和平西路1段,2019/10/31 下午 02:35:00,中正區,普通重型-機車;大型重型1(550C.C.以上)-機車,2,25.027638,121.514649
臺北市中正區泉州街 / 臺北市中正區寧波西街,2019/5/21 下午 07:14:00,中正區,自用-小客車;普通重型-機車,1,25.029538,121.514213
臺北市中正區泉州街 / 臺北市中正區泉州街,2019/5/10 下午 01:27:00,中正區,普通重型-機車;普通重型-機車;自用-小客車,2,25.024588,121.51269
臺北市中正區泉州街 / 臺北市中正區泉州街,2019/8/22 下午 04:16:00,中正區,計程車-小客車;普通重型-機車,1,25.0246,121.512649
臺北市中正區泉州街 / 臺北市中正區泉州街,2019/1/3 下午 05:37:00,中正區,普通重型-機車;普通重型-機車,2,25.024605,121.512617
臺北市中正區泉州街 / 臺北市中正區汀州路1段,2019/2/10 上午 08:19:00,中正區,普通重型-機車;大型重型1(550C.C.以上)-機車,1,25.019526,121.515888
臺北市中正區泉州街 / 臺北市中正區中華路2段,2019/11/16 上午 09:30:00,中正區,自用-小客車;普通重型-機車,1,25.024071,121.512092
臺北市中正區泉州街15號前0.0公尺,2019/9/12 下午 05:55:00,中正區,普通重型-機車;普通重型-機車,2,25.029319,121.514335
臺北市中正區人行道,2019/4/30 下午 06:00:00,中正區,腳踏自行車-慢車;行人-人,1,25.022076,121.526382
臺北市中正區人行道,2019/11/5 下午 04:35:00,中正區,腳踏自行車-慢車;行人-人,1,25.023502,121.522403
臺北市中正區人行道,2019/9/17 上午 08:20:00,中正區,腳踏自行車-慢車,1,25.040414,121.508049
臺北市中正區人行道,2019/11/24 下午 06:45:00,中正區,遊覽車-大客車;行人-人,1,25.042226,121.510284
臺北市中正區人行道,2019/12/8 下午 12:30:00,中正區,租賃車-小客車;行人-人,1,25.046302,121.516666
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2019/10/22 下午 04:49:00,中正區,計程車-小客車;普通重型-機車,1,25.038175,121.525134
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2019/12/29 下午 07:53:00,中正區,計程車-小客車;行人-人;行人-人,2,25.038189,121.525167
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2019/3/5 下午 07:58:00,中正區,自用-小客車;行人-人,1,25.038277,121.525207
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2019/12/23 上午 07:33:00,中正區,自用-小客車;普通重型-機車,1,25.03861,121.52162
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2019/1/25 下午 10:05:00,中正區,普通輕型-機車;普通輕型-機車;自用-小客車,1,25.038654,121.521542
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2019/3/3 下午 08:35:00,中正區,計程車-小客車;普通重型-機車,1,25.038883,121.521654
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2019/12/15 下午 09:10:00,中正區,自用-小客車;普通重型-機車,1,25.038889,121.521671
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2019/5/29 下午 05:23:00,中正區,普通重型-機車;計程車-小客車,1,25.03992,121.522094
臺北市中正區仁愛路1段 / 臺北市中正區仁愛路1段,2019/12/11 下午 06:32:00,中正區,普通重型-機車;普通重型-機車,1,25.038494,121.524547
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2019/5/25 下午 08:20:00,中正區,自用-小客車;自用-小客車,1,25.038384,121.523279
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2019/5/2 下午 03:30:00,中正區,計程車-小客車;普通重型-機車;普通重型-機車,1,25.038621,121.523436
臺北市中正區仁愛路1段1號前0.0公尺,2019/8/2 下午 12:40:00,中正區,普通輕型-機車;自用-小客車,1,25.038995,121.520458
臺北市中正區仁愛路1段前0.0公尺,2019/6/15 下午 04:49:00,中正區,自用-小客車;乘客-人,2,25.03841,121.523372
